Date,Open,High,Low,Close,Volume,Open Interest
03/02/2005,98.01,99.67,97.6,99.29,4165500,36011250
04/02/2005,99.64,100.38,98.04,98.74,4597000,36613500
07/02/2005,99.25,99.48,97.71,99.12,5988000,38449125
08/02/2005,99.05,99.9,98.32,98.92,4863500,36518625
09/02/2005,99.4,100.95,98.63,100.64,5926000,36555750
10/02/2005,100.78,101.7,99.34,100.48,6147000,35689500
11/02/2005,100.22,101.75,100.22,101.46,3657000,36716625
14/02/2005,82.14,102.93,82.14,101.93,4891000,34344750
15/02/2005,101.7,102.2,100.08,102.01,5226000,34559250
16/02/2005,102.1,102.55,98.2,98.98,5063500,34348875
17/02/2005,98.5,98.94,97.04,98.19,3843500,34377750
18/02/2005,98.4,99.06,95.63,96.07,3983000,34905750
21/02/2005,96.4,96.75,95.4,95.68,3594500,31609875
22/02/2005,95.83,97.16,95.11,96.97,3030000,27159000
23/02/2005,96.58,97.13,95.62,95.89,2965000,20612625
24/02/2005,95.8,96.32,94.15,94.37,3773500,9099750
25/02/2005,95.56,95.8,93.68,94.32,2936500,33033000
28/02/2005,94.9,96.2,92.4,95.74,4261500,32179125
01/03/2005,95.2,95.7,93.26,93.59,2428500,34909875
02/03/2005,93.8,94.47,92.62,93.35,2579000,37290000
03/03/2005,93.56,96.78,93.56,96.44,5986500,39125625
04/03/2005,96.67,98.36,96.1,97.8,5899500,39802125
07/03/2005,98.2,98.49,95.28,96.33,4927000,40746750
08/03/2005,96.6,97.38,95.81,96.7,3709500,40404375
09/03/2005,96.8,96.8,93.11,93.96,5040500,42537000
10/03/2005,93.8,94.9,93.21,94.12,2947500,44013750
11/03/2005,94.42,95,92.42,92.96,3554500,47866500
14/03/2005,93.02,94.45,92.68,93.59,3974000,48039750
15/03/2005,93.4,94.35,91.51,91.84,4597000,48868875
16/03/2005,92.2,92.96,91.24,92.02,3006500,49264875
17/03/2005,91.8,92.18,90.84,91.1,3064000,48637875
18/03/2005,91.18,92.8,89.52,92.48,5214500,47020875
21/03/2005,92.5,92.9,90.02,90.5,2546000,46827000
22/03/2005,90,90,86.5,87.26,3525000,45610125
23/03/2005,87.38,88.34,83.82,84.86,4004500,44343750
24/03/2005,85.03,85.79,82.6,83.56,4269500,41798625
28/03/2005,84,84.93,82.92,83.96,3749500,37776750
29/03/2005,83.6,84.96,80.72,81.58,5201500,29935125
30/03/2005,81.8,83.3,81.01,82.34,3570500,22056375
31/03/2005,82.87,83.6,81.86,82.86,4613000,11574750
01/04/2005,83.57,86.34,82.3,86.05,4861000,38770875
04/04/2005,85.8,86.27,83.94,84.34,3483000,37356000
05/04/2005,84.4,84.58,80.72,81.08,3846000,39517500
06/04/2005,81,82.9,81,82.36,3846500,38366625
07/04/2005,81.82,84.6,81.2,83.73,5268000,35838000
08/04/2005,84.54,84.8,83.34,84.03,3654500,34555125
11/04/2005,83.02,85.48,82.8,83.83,4499000,34138500
12/04/2005,84,84.85,82.94,84.32,2603500,34307625
13/04/2005,84.7,85.25,83.46,84.84,4910000,35462625
15/04/2005,84.41,84.41,81.85,82.18,4416500,34076625
18/04/2005,81.66,83.8,80.73,83.5,3046500,31147875
19/04/2005,84.4,85.28,82,82.58,3791000,31193250
20/04/2005,82.82,86.26,82.82,86.01,4394500,30855000
21/04/2005,85.23,87.32,84.64,87.02,3861000,29576250
22/04/2005,87.37,87.8,85.5,86.52,3332000,28916250
25/04/2005,86.21,87.98,85.66,87.62,2324500,27427125
26/04/2005,87.62,88.25,86.25,86.48,2615500,23471250
27/04/2005,86,87.9,85.31,86.06,4213500,14392125
28/04/2005,86.4,86.42,84.82,85.44,3442500,7519875
29/04/2005,84.6,84.69,81.4,81.93,3171000,26078250
02/05/2005,82,83.67,81.25,83.37,3178500,26173125
03/05/2005,83.2,84.5,82.72,83.86,3089000,27385875
04/05/2005,83.7,84.48,82.6,83.46,4016500,30281625
05/05/2005,84.41,85.34,83.62,84,3823000,31110750
06/05/2005,84.4,85.16,83,84.78,4547000,30471375
09/05/2005,84.2,87.1,84.2,86.93,3305000,29473125
10/05/2005,86.8,86.8,85.3,85.68,3350500,31506750
11/05/2005,85.4,86.7,85.01,85.96,3371500,30764250
12/05/2005,86,87.08,86,86.7,2536500,30520875
13/05/2005,86.62,87.2,86.11,86.76,2520000,29980500
16/05/2005,86.98,89.87,86.86,89.66,4072000,30520875
17/05/2005,90,90.53,88.11,89.14,6530500,29085375
18/05/2005,87.8,88.14,86.66,87.47,5197500,30351750
19/05/2005,87.94,88.65,86.8,87.17,2720000,30124875
20/05/2005,86.9,87.08,85.81,86.52,2764000,28771875
23/05/2005,86.6,87.58,86.23,86.6,1926000,26515500
24/05/2005,86.94,88.93,86.8,88.7,3962500,18785250
25/05/2005,88.4,89.28,88.12,88.68,2711000,13278375
26/05/2005,88.22,90.4,88.06,90.15,2760000,9223500
27/05/2005,87.19,87.95,84.82,86.2,3029500,25830750
30/05/2005,86.2,86.73,84.15,84.46,3077500,31374750
31/05/2005,84.5,85.55,84.44,84.78,2218000,32884500
01/06/2005,84.82,86.2,84.6,85.41,3242500,32839125
02/06/2005,85.9,86.14,84.62,84.89,2002000,32245125
03/06/2005,84.9,85.56,84.23,85.31,1410500,32286375
04/06/2005,85.68,85.68,84.8,85.11,656000,32071875
06/06/2005,85.2,85.96,84.9,85.25,1629500,32418375
07/06/2005,85.2,85.49,84.64,85.05,1080000,33816750
08/06/2005,85.28,85.76,85.04,85.52,1422000,33565125
09/06/2005,85,86.2,84.84,85.06,2408000,35578125
10/06/2005,84.6,85.17,82.46,82.68,3727000,41093250
13/06/2005,82.71,83.1,81.9,82.52,2143000,41233500
14/06/2005,82.77,82.77,81.1,81.98,2073500,40936500
15/06/2005,82.15,82.85,82,82.28,1491500,40392000
16/06/2005,82.9,83.05,81.52,82.72,2305000,38465625
17/06/2005,82.76,82.86,81.46,81.81,1533000,39237000
20/06/2005,82.08,82.08,80.56,80.79,1799000,41014875
21/06/2005,80.83,82.09,80.8,81.5,1735000,42095625
22/06/2005,81.8,83.54,81.71,82.44,3663500,37607625
23/06/2005,82.88,85.42,82.6,85.11,4780500,30397125
24/06/2005,84.8,85.9,84.03,85.6,3074000,27365250
27/06/2005,85.3,87.7,84.81,85.84,4226500,22312125
28/06/2005,86,86.18,82.82,83.09,2639500,18150000
29/06/2005,83.17,85.72,82.85,85.36,2680000,12040875
30/06/2005,85.88,86.78,84.6,84.92,2242500,4917000
01/07/2005,85,86.56,85,86,1824000,22951500
04/07/2005,85.8,85.97,84.92,85.56,1391500,24486000
05/07/2005,85.8,88.58,85.23,88.08,5777500,22827750
06/07/2005,88.38,89.98,88.09,88.94,3635500,23694000
07/07/2005,89.62,89.62,86.25,86.84,3706500,24292125
08/07/2005,88,88.7,86.12,87.16,2216500,23908500
11/07/2005,87.6,90.4,87.6,90.2,3880500,25554375
12/07/2005,90.4,94.3,90.01,93.41,6275000,23062875
13/07/2005,93.43,93.99,91.79,92.09,2008500,21693375
14/07/2005,92.38,93.12,90.5,90.84,2162000,21577875
15/07/2005,91.2,93.48,90.6,93.17,2450000,20930250
18/07/2005,93.4,94.6,92.86,94.32,2249000,21932625
19/07/2005,94.2,95.99,93.2,95.76,3632500,23005125
20/07/2005,96.1,96.2,94.21,94.58,2533500,22382250
21/07/2005,94.98,95.25,91.91,92.54,2689500,19511250
22/07/2005,92.6,94.96,92.4,94.64,1680500,18624375
25/07/2005,94.78,95.56,93.72,94.85,1766000,16863000
26/07/2005,94.76,96,93.53,95.6,2195000,13971375
27/07/2005,95.99,97.36,95.45,96.52,1640000,11723250
01/08/2005,96.88,101.2,96.88,100.7,4777500,21850125
02/08/2005,101,105.2,100.8,104.5,6085000,17498250
03/08/2005,105.2,105.2,101.86,102.37,5769500,20220750
04/08/2005,102.2,103.58,100.59,101.15,3771500,26857875
05/08/2005,101.2,103.3,101,101.43,3817000,29848500
08/08/2005,101.79,101.8,95.85,96.4,4367000,32521500
09/08/2005,96.4,96.58,93.92,94.76,3873500,31944000
10/08/2005,94.9,97.15,94.7,96.91,3244000,30314625
11/08/2005,97.2,101.28,96.98,99.79,6768500,29774250
12/08/2005,100,101,98.63,99.98,4616500,29192625
16/08/2005,100,100.2,98.05,98.67,1627500,28883250
17/08/2005,98,100.47,97.27,99.39,2918500,29262750
18/08/2005,99.8,100.8,98.32,99.05,4055000,28809000
19/08/2005,99.54,99.98,98.26,98.57,2245500,28644000
22/08/2005,98.58,99.2,95.12,95.92,1451500,27472500
23/08/2005,96,97.09,95.19,95.68,2545500,23467125
24/08/2005,95.8,96,93.6,94.74,2509500,17023875
25/08/2005,94.99,95.1,92.72,93.53,3028500,5874000
26/08/2005,94.8,95.8,94.4,95.14,1793000,22765875
29/08/2005,94.4,94.42,91.76,93.14,1975500,23892000
30/08/2005,93.41,94.45,93.11,93.82,1464000,23689875
31/08/2005,92.6,93.77,92.4,92.99,1578000,26140125
01/09/2005,93.23,94.95,93,94.48,2123000,26544375
02/09/2005,95.3,99.46,95,98.26,6641000,24003375
05/09/2005,98.6,99.55,98.4,98.62,2252000,23376375
06/09/2005,98.4,99.33,97.36,98.84,2320000,23566125
08/09/2005,99.2,101.6,99,101.47,3934500,23545500
09/09/2005,102,102.8,101.3,102.16,3764000,23083500
12/09/2005,102.65,103.26,101.8,102.6,3073000,27493125
13/09/2005,102.6,104.36,102.6,103.61,3743000,30743625
14/09/2005,103.6,105.36,103.27,104.58,5184000,27806625
15/09/2005,104.8,105.06,103.71,104.41,2461500,27876750
16/09/2005,104.61,105.88,104,104.73,2851500,26152500
19/09/2005,105.02,106.88,103.24,105.94,3916000,26123625
20/09/2005,106,106.14,104.31,104.72,2844500,25430625
21/09/2005,104.96,104.97,100.41,103.2,3538500,20513625
22/09/2005,102.6,103.57,98.62,99.16,3458000,17168250
23/09/2005,100.04,103.39,98.35,102.14,3652500,15250125
26/09/2005,102.9,104.41,102.04,104.11,2236500,12989625
27/09/2005,104.78,109.35,104.42,108.98,6322500,10403250
28/09/2005,108.42,108.42,106.4,107.76,3657000,7008375
29/09/2005,107.88,109.16,106.27,107.15,2003500,2978250
30/09/2005,107.4,108.32,104.12,107.22,4239000,19696875
03/10/2005,107.6,111.59,107.6,111.35,5170000,21466500
04/10/2005,111.4,113.78,111.12,113.31,4913000,18579000
05/10/2005,113.2,114.96,111.14,113.9,5531000,17865375
06/10/2005,113.06,113.2,110.44,110.73,5325000,18162375
07/10/2005,109.65,111.94,108.12,109.47,6247000,19804125
10/10/2005,109.4,109.8,107.44,107.93,2349500,20361000
11/10/2005,107.38,111.5,106,111.18,4786500,20183625
13/10/2005,110.04,112.18,107.6,108.18,5682000,22440000
14/10/2005,108,108.96,106.51,107.23,4732500,22440000
17/10/2005,107,108.56,104.1,105.88,4883500,25843125
18/10/2005,106,107.76,103,103.93,4257000,22963875
19/10/2005,102,105.2,99.43,101.2,6626500,25839000
20/10/2005,102.38,104.2,98.02,100.41,5237000,22365750
21/10/2005,99.6,103.2,99.6,102.94,3704000,21775875
24/10/2005,103.1,105.15,102.32,103.34,4207000,17758125
25/10/2005,104,104.69,101.5,103.41,4597500,15807000
26/10/2005,103.21,103.6,99.52,99.88,3623500,13142250
27/10/2005,99.8,100,96.2,96.83,3593000,6059625
28/10/2005,96.8,96.98,91.74,92.65,3147000,18042750
31/10/2005,94,95.4,93.01,94.89,2659500,20039250
01/11/2005,95.6,97.5,95.56,97.2,2240500,21049875
02/11/2005,97.4,97.54,95.2,96.71,3120500,23821875
07/11/2005,98.2,99.7,97.25,98.91,3705000,24490125
08/11/2005,98.96,101.3,98.8,100.26,4755500,21903750
09/11/2005,100,101.8,98.51,99.21,3794000,20922000
10/11/2005,99.76,100.49,98.6,99.72,2814500,21652125
11/11/2005,100.58,102.9,100.42,102.64,3514000,20179500
14/11/2005,103,104.4,101.21,102.74,4373000,19721625
16/11/2005,103,104.56,102.62,104.1,4316500,21598500
17/11/2005,104.28,107.04,104.28,106.36,4954500,20546625
18/11/2005,106.78,109.68,106.78,109.22,3775500,18826500
21/11/2005,109.4,110.94,108.41,108.9,4320000,15840000
22/11/2005,108.3,109.5,106.63,107.04,3087500,11607750
23/11/2005,107,110.94,106.9,110.02,3350000,8431500
24/11/2005,111.16,112.46,110.16,110.97,2462500,4360125
25/11/2005,112.2,115.73,110.7,115.32,5818000,18125250
26/11/2005,115.72,116.54,114.67,115.29,2442000,18673875
28/11/2005,113.18,117.98,113.18,117.52,4314500,18203625
29/11/2005,117.18,117.4,115.2,115.93,3605000,18896625
30/11/2005,115.98,117.1,111,111.35,4764000,16648500
01/12/2005,111,115.29,109.85,114.91,5445500,16570125
02/12/2005,115.6,116.2,113.3,114.18,6514000,19045125
05/12/2005,114.4,114.48,111,111.63,3490500,19140000
06/12/2005,111,113.21,109.41,110.17,3853000,19692750
07/12/2005,111.8,128.11,110.56,112.31,2955500,19540125
08/12/2005,112.2,113.3,110.7,112.98,3455500,20344500
09/12/2005,114.12,116.24,113.2,115.8,4004500,19515375
12/12/2005,116.96,119.2,116.3,118.42,4579000,19156500
13/12/2005,118,124.45,117.65,123.98,10022000,21957375
14/12/2005,124.8,126.58,123.02,123.64,7436000,21643875
15/12/2005,106.4,124.54,106.4,121.74,4478000,20336250
16/12/2005,120.4,124.8,120.4,124.36,4683500,20026875
19/12/2005,125.16,125.75,122.44,124.98,5242500,21990375
20/12/2005,125.1,126.36,123.85,125.9,6567000,21920250
21/12/2005,126.4,127.13,123.6,124.86,7404000,23483625
22/12/2005,127,127,124.53,126.44,5195500,26391750
23/12/2005,127,128.18,124.9,126.13,5859500,25702875
26/12/2005,126.03,127.54,123.5,126.62,6342500,24667500
27/12/2005,126.4,132.18,125.66,131.52,7076000,20946750
28/12/2005,130.98,131.6,128.08,128.55,5059500,14058000
29/12/2005,128.6,132.46,126.8,131.38,5789000,6872250
30/12/2005,129.6,130.36,128,129.08,3313000,23850750
02/01/2006,129.56,130.13,127.21,127.81,3050000,25092375
03/01/2006,127.98,129.7,127.8,129.12,2665500,24552000
04/01/2006,130.3,131.97,129.8,131.38,4321500,25117125
05/01/2006,131.18,131.55,129.24,129.54,3590500,24787125
06/01/2006,129.61,131.78,127.82,129.6,4711500,25356375
09/01/2006,130,130.8,128.05,128.98,2645500,26664000
10/01/2006,129.2,129.76,127.01,127.33,3571000,27798375
12/01/2006,126.78,129.14,125.41,128.61,3994000,28066500
13/01/2006,129.18,131.11,128.84,129.19,4858000,27885000
16/01/2006,129.36,130.06,127.7,128.74,2329000,26235000
17/01/2006,128.88,130,124.22,125.28,4347000,24028125
18/01/2006,124.85,125.52,122.42,124.06,4564500,23409375
19/01/2006,124,128.6,124,127.85,3185000,21487125
20/01/2006,129.2,131.7,127.65,131.37,4430000,18962625
23/01/2006,130.42,130.88,128.86,129.68,3546500,15835875
24/01/2006,129.4,133.28,129.2,132.94,5074000,10527000
25/01/2006,134.53,136.9,133,135.22,3873000,4756125
27/01/2006,136,138.94,136,137.82,3327000,20051625
30/01/2006,138.6,139.98,136.27,137.61,4395000,19944375
31/01/2006,138.2,141.46,137.61,141.12,4810500,21120000
01/02/2006,141.4,143.34,139.2,140.74,6436500,20113500
02/02/2006,141.8,142.75,139.37,140.87,5408000,19952625
03/02/2006,140,145.78,139.46,143.53,8435500,24007500
06/02/2006,143,146.8,142.32,146.38,4841500,22926750
07/02/2006,147.11,152.18,146.02,151.51,7979500,27084750
08/02/2006,151.89,152.82,149.84,150.34,6167000,27588000
10/02/2006,151,152.5,150.55,151.05,4042500,27154875
13/02/2006,150.74,157.4,149.92,156.67,8144000,27324000
14/02/2006,157.48,157.48,153,153.44,4737500,26870250
15/02/2006,153.8,156.08,153,154.64,5419500,27084750
16/02/2006,154.6,160.73,153.68,159.1,10209500,24556125
17/02/2006,159,161.84,155.05,155.57,7974500,24906750
20/02/2006,155.5,157.64,154.23,157.13,5594000,20307375
21/02/2006,157.62,160.47,157.6,159,4424500,17539500
22/02/2006,158.8,159.76,158.3,158.91,2631500,15522375
23/02/2006,159.4,159.6,156.4,157.01,3335500,7429125
24/02/2006,158.6,159.41,156,158.04,3914000,22435875
27/02/2006,158.62,159.64,157.61,158.12,2507000,23207250
28/02/2006,158.37,165.08,156.7,163.76,10569500,22761750
01/03/2006,162.98,169.58,162.63,168.46,9207000,20563125
02/03/2006,169.2,177.08,169.2,173.22,9642000,21557250
03/03/2006,173.89,181.5,173.6,180.91,11365500,24341625
06/03/2006,181.9,187.8,181.32,185.89,7948500,25146000
07/03/2006,184.46,186.18,182.15,183.61,5328500,25438875
08/03/2006,183.04,185.16,176.4,177.16,9533000,31127250
09/03/2006,177.44,178.66,170,176.01,11939500,32166750
10/03/2006,177.4,181.2,177,180.52,7643500,32913375
13/03/2006,181.4,181.95,178.13,178.67,4705000,32892750
14/03/2006,178.98,182.4,177,178.83,7636500,31977000
16/03/2006,179.8,184.28,179.73,183.62,8710000,27885000
17/03/2006,183.96,187.5,183.32,186.52,10248500,25158375
20/03/2006,186.6,187.82,186.13,187.15,4652500,24432375
21/03/2006,187,188.18,181.4,182.2,5122500,24993375
22/03/2006,181,183.98,179.8,183.07,7915500,25158375
23/03/2006,183.98,184.98,180.82,181.98,5022500,23760000
24/03/2006,181.65,183.28,180.61,182.55,4179000,19808250
27/03/2006,183.39,183.89,181.42,181.75,3310000,18933750
28/03/2006,181.4,183.48,180.86,181.88,3488500,15621375
29/03/2006,182.2,182.97,180.42,181.75,2548000,14268375
30/03/2006,182,184.4,179.84,181.58,3814500,9153375
31/03/2006,183.84,188.76,182.91,187.61,6140500,22324500
03/04/2006,188.3,194.98,187,194.65,6569500,22638000
04/04/2006,194.6,195.2,191.4,193.86,5253000,24816000
05/04/2006,194.6,195.54,191.72,193.6,4144000,24036375
07/04/2006,194.36,196.38,185.84,187.05,6121500,25636875
10/04/2006,186.8,192,184.31,191.39,4733500,24997500
12/04/2006,191,191.18,181.11,181.99,4105500,27732375
13/04/2006,181.04,184.8,176.2,182.71,5251000,25199625
17/04/2006,184.94,187.16,181.08,186.36,3503500,25529625
18/04/2006,186.88,189.8,176.4,187.63,3815000,26816625
19/04/2006,189,189.5,184.24,186.02,2623500,26082375
20/04/2006,186.57,192.2,183.4,191.42,7524000,25669875
21/04/2006,192.03,196.68,188.76,195.92,9265500,20670375
24/04/2006,197,200,191.42,192.74,4905000,19267875
25/04/2006,187,191.7,183.05,184.35,4646000,16483500
26/04/2006,183,192.85,182.83,191.89,3876000,12210000
27/04/2006,191.56,193.8,187.52,188.31,3102500,4970625
28/04/2006,179,187.94,172.33,186.85,4077000,22345125
29/04/2006,187.48,192.6,187.48,191.78,2194000,22605000
02/05/2006,192,194.94,190.9,192.22,3591500,22992750
03/05/2006,192.2,195.74,189.25,193.67,5922000,23784750
04/05/2006,195,197.28,192,193.64,5438500,23743500
05/05/2006,194.33,196.96,193.01,194.84,5659000,23463000
08/05/2006,195.84,196.8,193.58,194.09,2301000,24213750
09/05/2006,194,200.48,190.92,198.94,8537000,26098875
10/05/2006,199.48,199.8,195.25,196.19,3397000,25467750
11/05/2006,196,196.78,191.2,192.46,3259500,25542000
12/05/2006,190,196.8,186.6,193.27,5451000,24552000
15/05/2006,192.4,196.18,177.4,181.16,6131500,26874375
16/05/2006,180.8,187.78,173.06,186.89,5997000,22122375
17/05/2006,188.02,194.6,187,193.3,4530500,23986875
18/05/2006,188,188.4,169.42,172.49,6446500,25311000
19/05/2006,178,180.6,160.22,166.99,5619500,20724000
22/05/2006,171.02,171.02,130,146.72,3254500,19020375
23/05/2006,150,158.43,144.27,155.98,2878000,15596625
24/05/2006,156.48,159.2,147,150.42,3527500,11723250
25/05/2006,149.62,163.34,148.4,160.7,2984000,7330125
26/05/2006,159.8,164.2,157.66,159.55,1916500,14899500
29/05/2006,160,162.38,158.2,160.1,2328500,14949000
30/05/2006,160.04,161.54,152.04,154.28,2741000,16359750
31/05/2006,149.8,155.4,144.24,154.43,2817000,16071000
01/06/2006,156.5,157.6,142.86,144.34,3222500,16850625
02/06/2006,146,156.2,145.2,155.38,3871000,16310250
05/06/2006,156,158.38,148.41,151.16,3636000,15378000
06/06/2006,149.26,155.99,147.26,150.02,2982500,14779875
07/06/2006,148,151.6,141.65,146.16,2360500,14660250
08/06/2006,144.8,144.8,137.81,141.13,2221000,13789875
09/06/2006,140.96,151,140,148.83,2393500,14375625
12/06/2006,146.97,148.28,140.02,141.62,3073500,14482875
13/06/2006,136.22,140.6,133.62,135.67,2859500,13336125
14/06/2006,140.02,144,127.71,130.13,3552000,14128125
15/06/2006,135.94,138.8,131.07,136.86,3686500,15229500
16/06/2006,140.24,148.73,139.34,142.38,4238000,15361500
19/06/2006,144,151.65,142.64,150.81,3424500,15279000
20/06/2006,148.42,152.88,145,149.49,3595000,15559500
21/06/2006,148.2,151.4,148.18,149.96,2638000,15448125
22/06/2006,152.8,157.2,152.47,153.48,2463000,15188250
23/06/2006,152,156.56,151.64,155.47,3738000,13204125
25/06/2006,156,157.58,154.1,155.13,405500,12973125
26/06/2006,155,155,144.6,146.02,2840000,10036125
27/06/2006,144.42,151.3,144.05,149.09,3428500,7771500
28/06/2006,144.42,149.36,144.42,148.51,2443500,4702500
29/06/2006,150.54,153.77,149.93,152.88,2045500,3341250
30/06/2006,154.8,162.4,154.8,159.63,3325000,12989625
03/07/2006,161,161.18,156.23,157.76,2422500,14251875
04/07/2006,159.18,161.95,158.41,158.96,3075000,13777500
05/07/2006,158.48,160.56,156.6,159.8,2888000,13847625
06/07/2006,157.68,161.16,157.25,159.3,2946500,14470500
07/07/2006,160.01,161.4,152.42,153.22,2958500,14470500
10/07/2006,154,156.6,151.02,155.96,2984000,15076875
11/07/2006,156,156.21,150.4,151.1,2923000,15786375
12/07/2006,150.05,154.52,147.32,154.09,3837000,15848250
13/07/2006,152.2,154.24,150.33,152.86,2769500,16912500
14/07/2006,150.5,150.5,146.82,147.76,2391000,18678000
17/07/2006,146.4,146.6,138.03,138.85,2465500,18822375
18/07/2006,140,141,135.8,137.91,3162500,19614375
19/07/2006,139,139.8,131.04,131.82,2894000,18075750
20/07/2006,137,139.77,136.1,137.66,2860000,17345625
21/07/2006,137.12,137.16,133.02,134.74,1752500,17601375
24/07/2006,133.6,137.6,130.47,136.77,2701500,14520000
25/07/2006,138.05,141.54,138.05,140.78,3580000,12507000
26/07/2006,143,146.72,141.4,145.98,3758500,8167500
27/07/2006,146.7,148.39,144.56,147.52,2299500,4219875
28/07/2006,148.4,149.17,143.72,145.57,2363500,14350875
31/07/2006,147.56,149.76,146.96,147.66,1851500,14152875
01/08/2006,146.63,147.4,144.02,146.63,1955000,14553000
02/08/2006,148,152.66,146.2,152.22,3211500,15827625
03/08/2006,153.61,156.14,151.86,152.88,3632000,14454000
04/08/2006,153.4,155.38,150.8,151.83,2345500,14256000
07/08/2006,151.28,153.22,149.27,149.83,2583500,14928375
08/08/2006,150,153.78,150,153.32,1822000,14619000
09/08/2006,152.8,159.52,152.4,158.17,3448000,15534750
10/08/2006,157.76,159,155.62,157.58,2490500,15279000
11/08/2006,158.4,162.13,158.13,158.47,4121500,16326750
14/08/2006,158.78,161.28,158.46,160.69,2362500,17444625
16/08/2006,162.88,165.49,162.2,163.45,3034500,16842375
17/08/2006,164.86,168.6,164.03,167.76,6389500,14676750
18/08/2006,168.96,171.57,167.58,170.47,4156500,14713875
21/08/2006,170,173.3,168.42,172.46,3541500,16075125
22/08/2006,173.6,173.6,168.85,169.85,2784000,15745125
23/08/2006,169.6,171.78,168.7,169.65,4081500,14845875
24/08/2006,168.86,172.64,168.02,172.29,4063000,14701500
25/08/2006,172.65,173.2,169.31,170.36,3410500,12771000
28/08/2006,170.4,171.6,169.26,170.96,1578500,11727375
29/08/2006,171.6,172,169.27,169.71,2315500,10489875
30/08/2006,169.97,172.2,169.6,170.96,2747500,8262375
31/08/2006,171.7,172.14,167.24,168.75,2667000,5251125
01/09/2006,170,174.57,169.3,173.65,4195500,18937875
04/09/2006,175.2,179.48,174.8,179.13,4184500,18022125
05/09/2006,179.48,179.9,177.01,178.33,2813000,19065750
06/09/2006,179,179.84,177.4,177.86,2719500,19713375
07/09/2006,176.8,180.96,176.6,180.58,5488500,20942625
08/09/2006,180.66,182.09,179.48,180.9,4962500,23153625
11/09/2006,180.6,181,167.64,170.36,4785500,22530750
12/09/2006,169.6,172.56,167.76,171.85,4846000,23755875
13/09/2006,172.8,176.8,172.8,174.99,4805500,23743500
14/09/2006,176.18,176.4,173.4,174.06,2768500,25686375
15/09/2006,174.6,175.8,172.23,174.81,3037500,26094750
18/09/2006,175.37,175.5,172.4,172.72,1925000,26895000
19/09/2006,171.04,173.16,165.25,166.8,3239500,28054125
20/09/2006,166.51,169.9,165.02,169.32,4073500,28342875
21/09/2006,171.24,171.24,168.11,169.77,2873500,28256250
22/09/2006,169,169.46,167.31,168.02,2450000,27348750
25/09/2006,168.11,171.78,168.11,169.81,4339000,23788875
26/09/2006,170,172,169.5,171.72,3053000,17894250
27/09/2006,172.21,173.4,170.3,170.68,2577000,14004375
28/09/2006,170.76,170.76,168,168.41,2749500,7623000
29/09/2006,170.78,174,170.02,172.97,4056000,23762100
03/10/2006,172.6,176.18,171.91,174.98,5896000,25241180
04/10/2006,175.02,177.4,174.48,176.21,8904000,21215940
05/10/2006,177.08,180.1,177,178.61,5941000,18898440
06/10/2006,179.11,179.32,176.7,178.01,2858500,18764540
09/10/2006,176.8,181,176.31,179.89,4377000,18290740
10/10/2006,180.88,182.88,180.88,181.56,3577000,17056800
11/10/2006,181.16,183,174.6,175.55,3774000,16830200
12/10/2006,176.72,180.8,175.67,180.44,3234000,16193660
13/10/2006,181,183.24,179.24,182.22,4900500,15897020
16/10/2006,182.4,184.08,180.6,181.54,3560500,15573600
17/10/2006,181.6,181.97,179.01,180.52,2362000,15250180
18/10/2006,178.25,181.8,177.7,178.4,3326000,14877320
19/10/2006,179.8,179.8,176.96,178.49,2096500,13113960
20/10/2006,178.8,180.72,176.8,178.31,2274500,10693460
21/10/2006,179,179.4,176.9,177.17,493500,10716120
23/10/2006,177.2,178.82,175.52,176.28,2447500,7152320
26/10/2006,176.8,177.59,173.43,174.02,2524000,2772760
27/10/2006,177.28,196.4,176.8,179.07,2173500,14549780
30/10/2006,179.8,181.39,169.8,171.47,8735000,21924580
31/10/2006,172.22,172.22,166.25,167.09,8080500,26466880
01/11/2006,165.99,169.24,165.99,167.19,4595000,28559840
02/11/2006,167.6,169.66,166.77,167.31,5565500,30984460
03/11/2006,167.09,167.98,163.05,164.47,6284000,36861640
06/11/2006,163.02,165.38,163,164.53,4716000,38791860
07/11/2006,165.26,167.28,164.6,165.04,5529500,37139740
08/11/2006,165.6,165.72,159.82,161.71,6136000,38717700
09/11/2006,162,163.68,160.02,161.79,4771500,39323340
10/11/2006,161.8,165.56,160.42,164.93,7637000,42019880
13/11/2006,165.4,167.38,165.02,167.2,5919000,38416940
14/11/2006,167.6,168.26,164.04,166.19,5343500,36080900
15/11/2006,166,167.6,165.05,165.49,3436000,34084760
16/11/2006,166.2,166.96,162.6,163.22,3599500,33460580
17/11/2006,163.6,165.2,161.5,162.79,3868500,32368780
20/11/2006,162,162.2,158.46,161.49,3064500,32140120
21/11/2006,162.48,164.94,161.5,164.46,2887000,32364660
22/11/2006,165,167.1,163.6,166.64,4779500,30277880
23/11/2006,167.59,168.88,164.67,165.3,5143000,30063640
24/11/2006,164.6,166.51,164.48,165.3,2332500,29126340
27/11/2006,165.68,167.09,165.26,165.87,2265500,25247360
28/11/2006,163.03,164.5,160,162.76,2586500,22404560
29/11/2006,163.25,164.48,161.4,162.38,3970000,16401720
30/11/2006,163.4,164.18,161.4,161.79,4158500,7502520
01/12/2006,163,169.48,162.88,168.88,6066000,28005700
