1.000000000000000000e+00,8.784530386740331664e+01
2.000000000000000000e+00,8.453038674033149391e+01
3.000000000000000000e+00,8.204419889502761976e+01
4.000000000000000000e+00,8.453038674033149391e+01
5.000000000000000000e+00,8.365650969529086467e+01
6.000000000000000000e+00,8.725761772853185505e+01
7.000000000000000000e+00,8.947368421052631504e+01
8.000000000000000000e+00,8.808864265927978465e+01
9.000000000000000000e+00,8.722222222222222854e+01
1.000000000000000000e+01,8.694444444444444287e+01
1.100000000000000000e+01,8.916666666666667140e+01
1.200000000000000000e+01,9.000000000000000000e+01
1.300000000000000000e+01,8.969359331476323405e+01
1.400000000000000000e+01,8.997214484679665247e+01
1.500000000000000000e+01,9.052924791086350353e+01
1.600000000000000000e+01,9.331476323119777305e+01
1.700000000000000000e+01,9.329608938547485764e+01
1.800000000000000000e+01,9.301675977653631833e+01
1.900000000000000000e+01,9.301675977653631833e+01
2.000000000000000000e+01,8.854748603351954728e+01
2.100000000000000000e+01,9.327731092436974336e+01
2.200000000000000000e+01,9.299719887955181719e+01
2.300000000000000000e+01,9.271708683473389101e+01
2.400000000000000000e+01,9.187675070028011248e+01
2.500000000000000000e+01,9.522471910112359694e+01
2.600000000000000000e+01,9.382022471910111960e+01
2.700000000000000000e+01,9.352112676056337648e+01
2.800000000000000000e+01,9.323943661971830466e+01
2.900000000000000000e+01,9.067796610169492055e+01
3.000000000000000000e+01,9.011299435028247728e+01
3.100000000000000000e+01,9.121813031161472907e+01
3.200000000000000000e+01,9.263456090651558839e+01
3.300000000000000000e+01,9.375000000000000000e+01
3.400000000000000000e+01,9.204545454545454675e+01
3.500000000000000000e+01,9.259259259259259522e+01
3.600000000000000000e+01,8.831908831908832269e+01
3.700000000000000000e+01,9.342857142857143060e+01
3.800000000000000000e+01,9.542857142857143060e+01
3.900000000000000000e+01,9.312320916905444790e+01
4.000000000000000000e+01,8.796561604584528027e+01
4.100000000000000000e+01,9.310344827586206407e+01
4.200000000000000000e+01,9.109195402298850297e+01
4.300000000000000000e+01,9.510086455331412481e+01
4.400000000000000000e+01,9.625360230547551055e+01
4.500000000000000000e+01,9.566473988439307163e+01
4.600000000000000000e+01,9.653179190751444594e+01
4.700000000000000000e+01,9.507246376811593791e+01
4.800000000000000000e+01,9.652173913043478137e+01
4.900000000000000000e+01,9.651162790697675575e+01
5.000000000000000000e+01,9.651162790697675575e+01
5.100000000000000000e+01,9.620991253644315577e+01
5.200000000000000000e+01,9.825072886297375874e+01
5.300000000000000000e+01,9.502923976608187218e+01
5.400000000000000000e+01,9.736842105263157521e+01
5.500000000000000000e+01,9.765395894428152701e+01
5.600000000000000000e+01,9.882697947214076351e+01
5.700000000000000000e+01,9.705882352941176805e+01
5.800000000000000000e+01,9.676470588235294201e+01
5.900000000000000000e+01,9.793510324483776230e+01
6.000000000000000000e+01,9.793510324483776230e+01
6.100000000000000000e+01,9.763313609467455478e+01
6.200000000000000000e+01,9.733727810650887591e+01
6.300000000000000000e+01,9.910979228486647230e+01
6.400000000000000000e+01,9.732937685459940269e+01
6.500000000000000000e+01,9.702380952380951840e+01
6.600000000000000000e+01,9.791666666666665719e+01
6.700000000000000000e+01,9.761194029850746290e+01
6.800000000000000000e+01,9.761194029850746290e+01
6.900000000000000000e+01,9.550898203592814184e+01
7.000000000000000000e+01,9.700598802395209930e+01
7.100000000000000000e+01,9.609609609609609038e+01
7.200000000000000000e+01,9.819819819819819884e+01
7.300000000000000000e+01,9.909638554216867590e+01
7.400000000000000000e+01,9.879518072289155839e+01
7.500000000000000000e+01,9.788519637462235323e+01
7.600000000000000000e+01,9.607250755287009270e+01
7.700000000000000000e+01,9.696969696969696884e+01
7.800000000000000000e+01,9.636363636363635976e+01
7.900000000000000000e+01,9.696048632218845853e+01
8.000000000000000000e+01,9.696048632218845853e+01
8.100000000000000000e+01,9.573170731707317316e+01
8.200000000000000000e+01,9.847560975609755474e+01
8.300000000000000000e+01,9.541284403669725123e+01
8.400000000000000000e+01,9.847094801223241234e+01
8.500000000000000000e+01,9.693251533742331105e+01
8.600000000000000000e+01,9.815950920245398947e+01
8.700000000000000000e+01,9.784615384615385381e+01
8.800000000000000000e+01,9.692307692307691980e+01
8.900000000000000000e+01,9.938271604938270798e+01
9.000000000000000000e+01,9.691358024691358253e+01
