Date,Open,High,Low,Close,Volume,Adj Close
2014-07-01,7629.00,7649.50,7618.149902,7634.700195,139400,7634.700195
2014-06-30,7534.049805,7623.649902,7531.600098,7611.350098,152300,7611.350098
2014-06-27,7514.200195,7538.75,7482.299805,7508.799805,126700,7508.799805
2014-06-26,7554.100098,7570.200195,7481.299805,7493.200195,171700,7493.200195
2014-06-25,7588.549805,7589.25,7557.049805,7569.25,115000,7569.25
2014-06-24,7515.200195,7593.350098,7515.200195,7580.200195,137000,7580.200195
2014-06-23,7514.00,7534.799805,7441.600098,7493.350098,127400,7493.350098
2014-06-20,7543.299805,7560.549805,7497.299805,7511.450195,124100,7511.450195
2014-06-19,7580.049805,7606.450195,7502.549805,7540.700195,148900,7540.700195
2014-06-18,7636.049805,7663.00,7515.50,7558.200195,165100,7558.200195
2014-06-17,7525.049805,7637.600098,7509.25,7631.700195,158000,7631.700195
2014-06-16,7534.799805,7548.600098,7487.549805,7533.549805,155400,7533.549805
2014-06-13,7668.200195,7678.50,7525.350098,7542.100098,174500,7542.100098
2014-06-12,7641.299805,7658.00,7593.799805,7649.899902,148200,7649.899902
2014-06-11,7672.399902,7700.049805,7589.049805,7626.850098,186200,7626.850098
2014-06-10,7679.049805,7683.200195,7579.299805,7656.399902,188700,7656.399902
2014-06-09,7621.649902,7673.700195,7580.25,7654.600098,231900,7654.600098
2014-06-06,7521.50,7592.700195,7497.649902,7583.399902,248400,7583.399902
2014-06-05,7399.75,7484.700195,7360.50,7474.100098,250700,7474.100098
2014-06-04,7417.549805,7433.299805,7391.350098,7402.25,204600,7402.25
2014-06-03,7375.350098,7424.950195,7342.149902,7415.850098,234700,7415.850098
2014-06-02,7264.049805,7368.600098,7239.50,7362.50,169900,7362.50
2014-05-30,7254.850098,7272.50,7118.450195,7229.950195,312200,7229.950195
2014-05-29,7316.600098,7325.399902,7224.399902,7235.649902,241100,7235.649902
2014-05-28,7324.950195,7344.75,7302.600098,7329.649902,175600,7329.649902
2014-05-27,7363.100098,7372.950195,7274.75,7318.00,168600,7318.00
2014-05-26,7428.75,7504.00,7269.049805,7359.049805,273200,7359.049805
